 no_of_dependents, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, loan_status, education_ Graduate, education_ Not Graduate, self_employed_ No, self_employed_ Yes,loan_status_encoded
0,5773911,19560141,8,542,4410867,6566300,19943115,Rejected,0.0,1.0,0.0,1.0,0
1,7563105,29031072,14,343,10285434,4501940,29379611,Rejected,1.0,0.0,0.0,1.0,0
1,236001,627996,11,536,188015,100000,608005,Rejected,1.0,0.0,0.0,1.0,0
4,2448537,5265691,9,500,2454387,2765691,7014229,Rejected,1.0,0.0,0.0,1.0,0
0,9298503,21831077,15,448,19208622,1785389,35308622,Rejected,0.0,1.0,1.0,0.0,0
1,4452564,13074359,7,486,12916666,5367949,9564102,Rejected,0.0,1.0,0.0,1.0,0
3,3428231,7934125,18,431,7488213,552946,13129990,Rejected,1.0,0.0,1.0,0.0,0
2,7218510,18958351,12,413,15319920,4221330,27098590,Rejected,1.0,0.0,0.0,1.0,0
0,224725,824725,18,345,262911,37088,549450,Rejected,0.0,1.0,1.0,0.0,0
3,9000000,19996453,15,513,17533235,17455539,26684935,Rejected,1.0,0.0,0.0,1.0,0
0,4484074,17048243,8,308,7491569,8164168,17312411,Rejected,0.0,1.0,1.0,0.0,0
2,9419291,21237245,11,397,3055432,16897559,27485590,Rejected,1.0,0.0,0.0,1.0,0
4,5512005,14134540,11,458,11287994,2267270,20125821,Rejected,1.0,0.0,0.0,1.0,0
2,8167454,20681363,9,419,16100000,11465090,28953546,Rejected,0.0,1.0,0.0,1.0,0
2,3226961,8890441,17,529,5414265,1239657,12390441,Rejected,1.0,0.0,1.0,0.0,0
0,4966002,11707197,9,308,8633001,1259800,11008193,Rejected,0.0,1.0,0.0,1.0,0
1,6294860,14402254,14,426,9443732,8302254,12838592,Rejected,1.0,0.0,0.0,1.0,0
4,2054357,8090251,20,417,3699483,1227178,6373338,Rejected,0.0,1.0,1.0,0.0,0
2,5584674,14855843,15,373,13027012,5469349,11425193,Rejected,1.0,0.0,0.0,1.0,0
4,3474040,8787510,4,478,4086530,3813469,11239428,Rejected,1.0,0.0,0.0,1.0,0
3,3640664,10335166,11,357,8929667,5412447,10710996,Rejected,0.0,1.0,0.0,1.0,0
3,4632585,17087219,15,330,1465170,1896487,13622049,Rejected,0.0,1.0,1.0,0.0,0
0,5930176,15517897,17,467,12984911,10715088,19057544,Rejected,0.0,1.0,0.0,1.0,0
0,204745,714235,10,574,-90509,100000,528471,Rejected,1.0,0.0,0.0,1.0,0
4,7836687,22245598,17,377,5265828,3679770,16101257,Rejected,1.0,0.0,1.0,0.0,0
1,7442574,15957425,12,433,17040594,5585148,25437623,Rejected,1.0,0.0,1.0,0.0,0
1,4506575,11011075,5,352,6493424,7730450,15541525,Rejected,0.0,1.0,0.0,1.0,0
3,5797010,13679073,10,424,2245515,4404820,22253325,Rejected,1.0,0.0,1.0,0.0,0
4,4197488,13460274,15,542,9797488,8177397,12567808,Rejected,0.0,1.0,1.0,0.0,0
2,610028,1700000,2,499,1669914,280228,1270200,Rejected,0.0,1.0,0.0,1.0,0
3,3586655,12275452,17,492,5335585,126688,10177759,Rejected,0.0,1.0,0.0,1.0,0
4,7731316,27814195,15,449,6826097,10444048,26893317,Rejected,0.0,1.0,0.0,1.0,0
1,214310,571554,7,804,-71378,14310,414487,Rejected,1.0,0.0,0.0,1.0,0
0,1808073,6827341,10,827,916146,480731,3748438,Rejected,1.0,0.0,1.0,0.0,0
3,4136181,15737185,11,509,4044724,673366,8836181,Rejected,0.0,1.0,1.0,0.0,0
0,8892881,25821355,17,523,12378644,3382204,22910677,Rejected,1.0,0.0,0.0,1.0,0
2,490159,1660638,10,342,290159,290159,1770478,Rejected,1.0,0.0,1.0,0.0,0
2,4672811,15091245,7,430,12918202,7218665,15954377,Rejected,1.0,0.0,0.0,1.0,0
4,6707130,18155765,10,355,15604401,10568133,20223899,Rejected,1.0,0.0,0.0,1.0,0
3,6900000,17411552,10,397,4009386,4653068,18701083,Rejected,1.0,0.0,0.0,1.0,0
2,3865276,10330552,8,339,1553889,5342502,7973055,Rejected,1.0,0.0,0.0,1.0,0
2,8409383,23460411,7,474,23069794,10921054,27144164,Rejected,1.0,0.0,0.0,1.0,0
3,9578516,20200773,6,338,3285935,16542967,27734774,Rejected,1.0,0.0,0.0,1.0,0
1,4754969,15006626,9,416,13209939,6541717,16616565,Rejected,0.0,1.0,0.0,1.0,0
1,5462257,20411286,10,450,8666929,1537742,14037742,Rejected,0.0,1.0,0.0,1.0,0
1,3608386,9559355,4,405,1754193,6094838,8184514,Rejected,0.0,1.0,0.0,1.0,0
0,3412497,8178118,7,486,3640627,2995307,11253124,Rejected,1.0,0.0,0.0,1.0,0
0,8671694,23361186,15,428,16292711,4519152,33555254,Rejected,0.0,1.0,1.0,0.0,0
3,3316720,9176655,14,425,3323344,1403472,7480128,Rejected,0.0,1.0,1.0,0.0,0
2,6724632,15726101,5,449,10450734,7698531,14091789,Rejected,1.0,0.0,0.0,1.0,0
4,4887623,11024753,11,359,11738116,4569223,14399670,Rejected,0.0,1.0,1.0,0.0,0
1,4620594,14748513,5,418,12848513,6913269,16264755,Rejected,0.0,1.0,1.0,0.0,0
1,9108800,19126400,7,359,4930718,584640,34171523,Rejected,1.0,0.0,0.0,1.0,0
0,6769459,17694831,6,531,6098277,6198277,21001722,Rejected,0.0,1.0,1.0,0.0,0
4,2348742,6343711,6,358,4783174,2694969,8397484,Rejected,1.0,0.0,0.0,1.0,0
1,2604183,6589540,6,504,2297908,1948114,9574896,Rejected,1.0,0.0,1.0,0.0,0
2,7224191,19156933,6,514,5288790,9535400,26069029,Rejected,1.0,0.0,0.0,1.0,0
2,3124753,9977215,8,467,7377215,2125738,7611884,Rejected,1.0,0.0,0.0,1.0,0
2,6688988,22706117,18,536,15309788,5780423,20426917,Rejected,0.0,1.0,0.0,1.0,0
2,7632737,18946627,10,477,14539482,5734524,25295041,Rejected,0.0,1.0,1.0,0.0,0
0,6290382,22898080,12,491,3778846,2088463,18144226,Rejected,1.0,0.0,0.0,1.0,0
3,7513001,25057891,6,478,14716105,7036222,21023221,Rejected,1.0,0.0,0.0,1.0,0
1,2247448,4945747,2,459,6049149,3150850,7076183,Rejected,0.0,1.0,1.0,0.0,0
1,7076185,22565269,15,402,4048733,4134177,27462183,Rejected,0.0,1.0,0.0,1.0,0
2,4184090,14532276,10,388,10620908,3168180,13990002,Rejected,0.0,1.0,0.0,1.0,0
2,8495661,32052203,7,635,902169,1534779,17689152,Rejected,1.0,0.0,0.0,1.0,0
4,8740705,23074358,13,365,9500959,10438138,19267306,Rejected,1.0,0.0,0.0,1.0,0
0,2194757,4911796,8,506,3788203,9174,5417038,Rejected,1.0,0.0,1.0,0.0,0
3,3132785,8549230,18,520,8195066,2936074,6567214,Rejected,0.0,1.0,1.0,0.0,0
1,8517071,31139020,12,526,7873171,10517075,30031705,Rejected,1.0,0.0,0.0,1.0,0
3,5657999,12705993,11,447,2036998,3466493,21245492,Rejected,1.0,0.0,1.0,0.0,0
2,7979630,31500000,16,499,12161107,8579630,20909866,Rejected,0.0,1.0,1.0,0.0,0
0,8572551,22985620,13,463,960793,13586931,30303275,Rejected,0.0,1.0,0.0,1.0,0
3,7826873,29022411,12,530,8149250,11713419,29019414,Rejected,1.0,0.0,0.0,1.0,0
1,738153,1538153,12,449,1340461,202308,1859538,Rejected,1.0,0.0,0.0,1.0,0
2,3808260,9022319,8,372,9178792,4687053,10021207,Rejected,1.0,0.0,0.0,1.0,0
2,1929852,5288487,9,451,1116198,3359705,4165461,Rejected,0.0,1.0,1.0,0.0,0
0,4171981,10871981,11,390,6331891,7492027,11476306,Rejected,0.0,1.0,1.0,0.0,0
0,3800832,7814060,5,440,100000,2135522,9812395,Rejected,1.0,0.0,1.0,0.0,0
1,5118936,13297666,15,513,6737872,6378079,14627237,Rejected,0.0,1.0,0.0,1.0,0
2,3769002,9276008,12,413,8609978,469002,9416984,Rejected,1.0,0.0,1.0,0.0,0
1,2400000,6196310,12,366,1967076,3245221,9500000,Rejected,1.0,0.0,0.0,1.0,0
4,5475159,11637260,12,476,1855891,2623564,19988217,Rejected,1.0,0.0,1.0,0.0,0
4,5817474,15862410,13,523,6344935,107489,21407489,Rejected,1.0,0.0,0.0,1.0,0
2,3889215,9152450,13,424,2890686,3263235,14601470,Rejected,0.0,1.0,1.0,0.0,0
5,4860993,15782980,8,506,12413002,4952008,14711468,Rejected,0.0,1.0,0.0,1.0,0
1,7466979,25482786,8,492,14883724,11165572,15917213,Rejected,0.0,1.0,1.0,0.0,0
3,9268124,24631875,15,422,18042623,38250,26553371,Rejected,0.0,1.0,0.0,1.0,0
3,2444001,8408007,10,508,4806668,1706668,9006668,Rejected,0.0,1.0,0.0,1.0,0
3,1002632,3215795,11,429,297367,1264478,2592102,Rejected,1.0,0.0,1.0,0.0,0
2,6474965,20137622,7,450,16562377,10912447,22812587,Rejected,0.0,1.0,1.0,0.0,0
3,5386227,13586227,14,355,5082206,8922241,16814199,Rejected,0.0,1.0,0.0,1.0,0
3,5800634,21803809,6,412,6466878,10235026,18795555,Rejected,1.0,0.0,1.0,0.0,0
2,254305,808611,6,496,662917,254305,700000,Rejected,1.0,0.0,1.0,0.0,0
2,5323835,18322237,14,478,10820639,2130090,12300000,Rejected,0.0,1.0,1.0,0.0,0
4,6997593,14542179,8,492,11008421,9396390,25502406,Rejected,0.0,1.0,0.0,1.0,0
2,3824872,14375127,6,344,1976658,2195917,7973086,Rejected,1.0,0.0,0.0,1.0,0
4,3673009,7367476,17,342,8908634,491365,13873009,Rejected,1.0,0.0,1.0,0.0,0
1,5279680,11117521,16,343,3577681,7541838,19200399,Rejected,1.0,0.0,1.0,0.0,0
0,4222397,10314931,18,402,9800000,2647739,9553732,Rejected,1.0,0.0,0.0,1.0,0
2,4305395,12567629,18,478,9300000,997111,13334876,Rejected,0.0,1.0,1.0,0.0,0
3,6821171,18666146,6,462,1698926,6237560,14658731,Rejected,1.0,0.0,1.0,0.0,0
3,5865020,12744170,7,458,7051579,9520850,22132510,Rejected,1.0,0.0,0.0,1.0,0
2,2249514,6257283,12,380,960197,3999028,5658254,Rejected,0.0,1.0,1.0,0.0,0
0,8222841,19644289,16,522,16723190,3533565,24288579,Rejected,0.0,1.0,1.0,0.0,0
5,8913396,30059809,14,380,19214902,13218113,30400000,Rejected,0.0,1.0,1.0,0.0,0
1,3072087,6600000,8,372,5912548,1749295,8922791,Rejected,0.0,1.0,1.0,0.0,0
2,9043969,29544360,19,500,7367699,4524902,33050977,Rejected,1.0,0.0,1.0,0.0,0
2,2229423,5105961,15,405,1794038,1129327,7194038,Rejected,1.0,0.0,1.0,0.0,0
1,8335582,21198771,2,466,4021472,11751536,18393252,Rejected,1.0,0.0,1.0,0.0,0
4,3337857,9151431,16,508,3058571,5227147,12465005,Rejected,0.0,1.0,0.0,1.0,0
4,6822583,17995643,5,482,3257686,10443264,18478367,Rejected,1.0,0.0,1.0,0.0,0
2,4835337,16898870,11,397,3766921,1655264,13210528,Rejected,0.0,1.0,1.0,0.0,0
0,9258940,24134436,17,428,18216556,2658940,33800000,Rejected,0.0,1.0,1.0,0.0,0
3,7581710,19888496,6,373,3766813,13500441,19470206,Rejected,1.0,0.0,1.0,0.0,0
1,2370625,5537239,8,409,4635312,1747030,5743177,Rejected,0.0,1.0,0.0,1.0,0
1,685233,1485233,10,444,1353691,268457,1846308,Rejected,1.0,0.0,0.0,1.0,0
3,961615,2338384,10,374,923230,246461,2615154,Rejected,1.0,0.0,0.0,1.0,0
2,6642257,21949353,13,497,15242257,5915484,20342257,Rejected,0.0,1.0,0.0,1.0,0
1,3105668,8576417,16,384,6238208,1432539,8105668,Rejected,1.0,0.0,1.0,0.0,0
2,770522,2300000,11,364,2126306,1196829,1829477,Rejected,1.0,0.0,0.0,1.0,0
3,8770699,27164650,18,421,8640455,9406048,28955773,Rejected,0.0,1.0,0.0,1.0,0
1,8639813,32939696,15,511,24719731,1939871,22979743,Rejected,1.0,0.0,1.0,0.0,0
3,4393731,14025885,16,377,2445502,1418804,15044689,Rejected,0.0,1.0,0.0,1.0,0
3,7352578,18375706,8,381,9921796,9387187,28257736,Rejected,0.0,1.0,1.0,0.0,0
1,2976507,10330422,14,587,338253,2944283,6545183,Rejected,0.0,1.0,0.0,1.0,0
3,6899809,17898997,17,493,7700716,11199379,15400954,Rejected,0.0,1.0,0.0,1.0,0
3,3908810,8738323,14,508,4503079,4653292,14917621,Rejected,0.0,1.0,1.0,0.0,0
0,2441354,7604514,10,458,5565416,39097,5545868,Rejected,1.0,0.0,1.0,0.0,0
2,300000,1200000,18,617,483422,63903,763903,Rejected,1.0,0.0,1.0,0.0,0
2,4405976,14919921,17,428,2001992,2028021,15698007,Rejected,0.0,1.0,0.0,1.0,0
3,6513019,20360940,11,449,2165742,6100000,14916435,Rejected,1.0,0.0,0.0,1.0,0
1,4382018,10090354,13,481,1075439,919737,10588597,Rejected,0.0,1.0,0.0,1.0,0
2,5312251,16101379,8,389,5815617,7746247,13883002,Rejected,1.0,0.0,1.0,0.0,0
2,8643191,22756808,4,378,7816540,14728988,29944360,Rejected,0.0,1.0,1.0,0.0,0
1,1363823,4244707,14,488,765876,1027646,2963823,Rejected,0.0,1.0,1.0,0.0,0
2,814427,3099008,10,565,-14427,185572,2258700,Rejected,1.0,0.0,0.0,1.0,0
1,5515576,13433041,6,380,10747741,1927511,13366958,Rejected,0.0,1.0,0.0,1.0,0
5,5431472,18961758,6,455,13209979,6868527,12592045,Rejected,1.0,0.0,1.0,0.0,0
3,6255479,19893287,14,375,6624383,2396643,22017671,Rejected,1.0,0.0,1.0,0.0,0
3,9748123,28311809,11,481,8962251,15405187,30602868,Rejected,1.0,0.0,0.0,1.0,0
1,9676043,22735394,12,371,25276043,16104172,26961978,Rejected,1.0,0.0,0.0,1.0,0
4,4099265,8298162,16,380,8860808,179853,14618677,Rejected,1.0,0.0,1.0,0.0,0
3,5548477,14921194,9,364,15793968,3509075,21090924,Rejected,1.0,0.0,0.0,1.0,0
1,2580595,6139801,13,391,3520396,1979603,10062182,Rejected,0.0,1.0,0.0,1.0,0
0,8157875,19172742,15,488,16480176,9234691,20004955,Rejected,1.0,0.0,0.0,1.0,0
3,3139119,10265281,10,354,8917359,4586796,8343398,Rejected,1.0,0.0,0.0,1.0,0
3,9274006,31874006,16,365,11875642,13999298,20977278,Rejected,0.0,1.0,0.0,1.0,0
1,2474038,7245001,14,345,1874038,2752691,7725961,Rejected,0.0,1.0,1.0,0.0,0
4,6892457,24015084,17,348,18311293,158499,15839624,Rejected,1.0,0.0,1.0,0.0,0
1,2077703,7427367,5,566,116554,733781,4533109,Rejected,0.0,1.0,1.0,0.0,0
3,7351475,17035910,10,447,18017497,1066022,17562156,Rejected,0.0,1.0,0.0,1.0,0
2,5617469,12787348,12,401,8258232,9433934,21895181,Rejected,1.0,0.0,0.0,1.0,0
0,9636728,23481683,12,385,25236728,15261310,26951028,Rejected,1.0,0.0,0.0,1.0,0
4,4418386,15175867,5,445,9504596,2200000,16665525,Rejected,0.0,1.0,0.0,1.0,0
1,2600000,7851168,10,328,2415069,2863900,7917405,Rejected,0.0,1.0,1.0,0.0,0
1,6753386,19573126,16,422,15914625,7185374,19826873,Rejected,1.0,0.0,0.0,1.0,0
1,4583079,16554230,14,368,1349239,5849239,12484601,Rejected,0.0,1.0,0.0,1.0,0
0,3224975,8137462,9,324,6149990,1150009,8900019,Rejected,1.0,0.0,1.0,0.0,0
3,6140147,13630110,4,397,10589595,1829374,20168785,Rejected,1.0,0.0,0.0,1.0,0
0,2330250,8521003,16,386,3321003,2723119,7030250,Rejected,0.0,1.0,0.0,1.0,0
1,8934161,24670896,5,538,25016414,113930,21150666,Rejected,0.0,1.0,0.0,1.0,0
3,2138205,5186512,6,334,3311230,2637076,6600000,Rejected,1.0,0.0,0.0,1.0,0
1,767792,2893768,12,413,1803378,1074024,2564414,Rejected,0.0,1.0,0.0,1.0,0
3,7431963,25413699,9,376,1789497,11350227,29345663,Rejected,0.0,1.0,0.0,1.0,0
3,8975091,26997656,10,397,9889889,15482490,27665348,Rejected,1.0,0.0,0.0,1.0,0
1,6249691,19513552,19,446,3284941,7092470,22452703,Rejected,0.0,1.0,1.0,0.0,0
3,3724370,12197643,6,366,5900000,4214622,13617139,Rejected,1.0,0.0,1.0,0.0,0
1,8269438,24849213,8,515,13030561,16336291,17094831,Rejected,1.0,0.0,1.0,0.0,0
4,7275338,25067117,10,386,12482475,13508762,26742185,Rejected,1.0,0.0,0.0,1.0,0
2,3848532,9843247,11,343,6250293,1347944,8550293,Rejected,1.0,0.0,1.0,0.0,0
1,3735359,12287845,9,530,2990239,54880,10125598,Rejected,0.0,1.0,0.0,1.0,0
1,5255446,13331676,13,415,4900000,6306927,18101983,Rejected,0.0,1.0,1.0,0.0,0
2,5030003,14238333,12,520,10323332,700000,10298341,Rejected,1.0,0.0,0.0,1.0,0
1,1562642,4875854,16,426,4155466,1168678,5881890,Rejected,0.0,1.0,1.0,0.0,0
4,726063,2334840,20,341,1260904,713031,2539095,Rejected,0.0,1.0,1.0,0.0,0
2,5783777,18637852,17,521,11089263,921630,12305407,Rejected,0.0,1.0,1.0,0.0,0
3,3934803,12121570,9,495,6225981,3969122,12751962,Rejected,0.0,1.0,0.0,1.0,0
1,6311574,16342127,3,411,10804553,7797532,24071915,Rejected,0.0,1.0,0.0,1.0,0
4,6701534,20188646,8,406,6902761,4904295,15306136,Rejected,1.0,0.0,0.0,1.0,0
4,9483543,32552532,14,443,13079121,14336076,19819619,Rejected,0.0,1.0,0.0,1.0,0
2,3230772,9680752,13,342,5005781,2807683,7223088,Rejected,0.0,1.0,1.0,0.0,0
1,2786994,7745517,8,454,6453251,4314235,6721969,Rejected,0.0,1.0,1.0,0.0,0
1,7508726,19694955,13,412,15938991,7161008,19705044,Rejected,1.0,0.0,0.0,1.0,0
4,1059942,3559654,15,475,240057,1579683,2420172,Rejected,1.0,0.0,1.0,0.0,0
0,4275916,15388352,17,488,9484686,5377355,11975916,Rejected,0.0,1.0,1.0,0.0,0
4,7973342,21857780,13,436,6255477,4117724,17593230,Rejected,1.0,0.0,1.0,0.0,0
3,4591771,10312973,9,517,12109491,3100000,12842403,Rejected,1.0,0.0,1.0,0.0,0
4,8767278,19763609,18,382,12193984,11046074,29146074,Rejected,0.0,1.0,0.0,1.0,0
2,8620288,27381153,6,486,21570648,16460144,21500000,Rejected,1.0,0.0,0.0,1.0,0
1,1347905,5087432,11,580,1074864,674864,3108378,Rejected,1.0,0.0,0.0,1.0,0
0,7483051,27164406,11,510,10289830,2281355,19250848,Rejected,1.0,0.0,1.0,0.0,0
1,1701764,5630980,11,417,4738038,1794706,5539803,Rejected,0.0,1.0,0.0,1.0,0
4,8175046,22604035,18,465,5987523,2487523,28920733,Rejected,0.0,1.0,0.0,1.0,0
1,1405109,3222043,6,452,828759,1183065,4366131,Rejected,1.0,0.0,1.0,0.0,0
3,8331601,24947401,16,507,15241994,5484129,26499859,Rejected,1.0,0.0,1.0,0.0,0
3,2024210,4275789,8,374,2169476,2554734,7796843,Rejected,1.0,0.0,1.0,0.0,0
4,9312578,32666195,18,404,20687421,5993395,31828459,Rejected,1.0,0.0,1.0,0.0,0
3,4526264,15775421,9,476,11569477,4027951,14858473,Rejected,0.0,1.0,0.0,1.0,0
3,7507859,29608945,10,362,20215718,7953929,22844984,Rejected,1.0,0.0,1.0,0.0,0
4,2417345,7534691,12,352,2547963,2856635,6230092,Rejected,0.0,1.0,1.0,0.0,0
2,6638332,15013938,16,405,13575606,6547728,23412881,Rejected,1.0,0.0,1.0,0.0,0
0,5737253,12114700,9,438,15549013,7468626,21868626,Rejected,1.0,0.0,1.0,0.0,0
0,1483816,5583816,8,417,600579,1483236,5215604,Rejected,1.0,0.0,1.0,0.0,0
0,9583886,19680565,10,500,20742683,716113,36810457,Rejected,0.0,1.0,1.0,0.0,0
4,9360109,27254332,2,358,1003486,17833515,22000000,Rejected,0.0,1.0,0.0,1.0,0
4,2422467,6732597,8,459,1967402,1401103,9432597,Rejected,1.0,0.0,0.0,1.0,0
2,3676781,7508919,9,387,858943,1230344,10023218,Rejected,1.0,0.0,1.0,0.0,0
2,6196739,16492392,3,509,14102173,4695652,18222823,Rejected,0.0,1.0,0.0,1.0,0
2,9352288,22928240,4,485,19966409,3414120,28905350,Rejected,1.0,0.0,1.0,0.0,0
2,6319654,18572138,8,436,6504103,6263930,22500862,Rejected,0.0,1.0,1.0,0.0,0
4,3527784,10136670,13,475,2022778,727784,7678347,Rejected,0.0,1.0,1.0,0.0,0
4,6500000,18884464,6,331,8122479,332561,21947273,Rejected,1.0,0.0,0.0,1.0,0
4,5149387,13798775,14,522,12396325,9270406,19276531,Rejected,0.0,1.0,0.0,1.0,0
4,3872570,10594514,19,543,4045140,3176803,10910971,Rejected,0.0,1.0,1.0,0.0,0
0,7782745,20824544,14,360,4879951,100000,25290036,Rejected,1.0,0.0,1.0,0.0,0
3,8000000,26755185,11,468,20843179,5234442,16667756,Rejected,0.0,1.0,0.0,1.0,0
4,1296045,3980228,8,412,3772319,1319771,3500000,Rejected,1.0,0.0,0.0,1.0,0
1,9274751,20407157,2,402,21540357,2685884,30416103,Rejected,1.0,0.0,1.0,0.0,0
4,8879960,26821017,9,368,24000195,7320626,27400000,Rejected,1.0,0.0,0.0,1.0,0
4,5017476,16056635,8,438,11264394,5722335,14390935,Rejected,0.0,1.0,0.0,1.0,0
2,8266014,26803912,8,405,10761858,4085819,29586063,Rejected,1.0,0.0,1.0,0.0,0
2,3389304,7737702,9,385,2462297,1148397,11967914,Rejected,1.0,0.0,1.0,0.0,0
3,8297729,20819892,10,437,15873999,11204540,29118324,Rejected,0.0,1.0,0.0,1.0,0
2,9380312,23029124,4,487,20044874,3464562,28726001,Rejected,1.0,0.0,1.0,0.0,0
3,5031265,17435204,8,343,12435204,8514081,17152388,Rejected,1.0,0.0,0.0,1.0,0
1,2004591,5718163,18,377,2245307,659081,6700000,Rejected,1.0,0.0,1.0,0.0,0
2,2504962,8304962,7,511,6642556,2897142,5647518,Rejected,0.0,1.0,1.0,0.0,0
3,7226665,18261481,5,350,14569632,12214811,18342967,Rejected,1.0,0.0,0.0,1.0,0
3,2204021,5220108,10,433,5791956,3252010,5283913,Rejected,0.0,1.0,1.0,0.0,0
1,3958830,7950030,9,438,9361723,7161723,14202953,Rejected,0.0,1.0,0.0,1.0,0
3,3729042,12241914,10,364,5377234,4461382,13090106,Rejected,1.0,0.0,1.0,0.0,0
2,5046754,10351788,12,522,1696423,9408609,11410066,Rejected,1.0,0.0,0.0,1.0,0
4,6158927,12381745,19,537,14250199,10731545,17204563,Rejected,1.0,0.0,1.0,0.0,0
2,4128274,10501248,12,400,5900000,4456964,12243867,Rejected,1.0,0.0,1.0,0.0,0
1,2384484,5417215,4,393,5867269,2758661,8577576,Rejected,0.0,1.0,1.0,0.0,0
3,9626713,37613006,10,415,6806853,5393146,35282891,Rejected,1.0,0.0,0.0,1.0,0
1,9551477,23154433,14,487,2863916,15574569,23336700,Rejected,1.0,0.0,0.0,1.0,0
0,5451444,14814237,15,418,14885762,6365749,19325790,Rejected,0.0,1.0,1.0,0.0,0
4,8823074,21817940,8,433,12220507,15123074,19276925,Rejected,1.0,0.0,0.0,1.0,0
5,5300000,18938838,9,523,14661569,7345871,13523139,Rejected,1.0,0.0,1.0,0.0,0
2,4748727,10956360,18,347,11013454,3258905,13321819,Rejected,1.0,0.0,0.0,1.0,0
3,8957387,20042612,2,438,16865629,1681805,28926128,Rejected,1.0,0.0,0.0,1.0,0
1,4543555,17674221,9,451,10474221,3717777,10832442,Rejected,0.0,1.0,1.0,0.0,0
4,2077038,6277038,17,409,3943971,1952926,7200000,Rejected,1.0,0.0,1.0,0.0,0
3,4898458,11444697,7,470,12006165,7506165,14746238,Rejected,0.0,1.0,1.0,0.0,0
2,5153738,14258956,13,505,10282087,700000,10566432,Rejected,1.0,0.0,0.0,1.0,0
1,8967341,31298987,13,517,8401519,9954936,29587088,Rejected,1.0,0.0,0.0,1.0,0
2,2726671,8080013,11,369,4460027,3223294,7759958,Rejected,0.0,1.0,1.0,0.0,0
2,200000,307000,19,516,0,0,402333,Rejected,0.0,1.0,1.0,0.0,0
2,8083429,23800577,10,453,7058573,6174567,28573412,Rejected,1.0,0.0,1.0,0.0,0
1,2967978,6871914,12,380,8532021,1860107,8011807,Rejected,1.0,0.0,1.0,0.0,0
3,600000,1352482,7,491,152482,680138,1985104,Rejected,1.0,0.0,1.0,0.0,0
4,2787516,8306241,14,352,4883354,2572951,7075032,Rejected,0.0,1.0,1.0,0.0,0
0,8138653,31500000,10,429,11684040,8738653,19531672,Rejected,1.0,0.0,1.0,0.0,0
2,8215881,30710587,13,456,22384506,5536475,21994706,Rejected,0.0,1.0,1.0,0.0,0
0,2864893,7236436,9,405,5488029,4697339,8303990,Rejected,0.0,1.0,1.0,0.0,0
1,5885744,19342801,19,415,14357338,4799929,15357057,Rejected,0.0,1.0,0.0,1.0,0
0,4449559,11036284,10,406,7876108,953098,11350440,Rejected,0.0,1.0,0.0,1.0,0
4,200000,578690,16,404,0,0,492896,Rejected,0.0,1.0,1.0,0.0,0
0,9426923,20554325,14,445,7113461,2667787,33937502,Rejected,1.0,0.0,1.0,0.0,0
4,7317264,16153289,17,449,7653811,6463452,22509641,Rejected,1.0,0.0,1.0,0.0,0
0,5600000,19333270,16,524,6350094,2700189,20099621,Rejected,0.0,1.0,1.0,0.0,0
4,9366214,30729716,9,518,5454048,720263,30674351,Rejected,1.0,0.0,0.0,1.0,0
3,300000,713420,2,463,557719,57719,1013420,Rejected,0.0,1.0,1.0,0.0,0
2,3694616,10883848,6,398,9145962,5648654,11424426,Rejected,0.0,1.0,0.0,1.0,0
2,3375404,10257671,15,359,4114109,870161,9491133,Rejected,1.0,0.0,0.0,1.0,0
1,4330421,12372816,7,366,6839156,5715210,16664834,Rejected,0.0,1.0,1.0,0.0,0
2,2255377,6773226,9,428,2773226,2744622,6183981,Rejected,1.0,0.0,1.0,0.0,0
2,2966530,11000000,15,506,7943798,1787189,6145871,Rejected,1.0,0.0,1.0,0.0,0
3,6791078,17390037,9,373,16203940,9256431,18321784,Rejected,0.0,1.0,1.0,0.0,0
3,907718,2715267,12,438,246140,515267,2000000,Rejected,1.0,0.0,1.0,0.0,0
0,5446152,14433838,4,524,11261543,8293843,20646152,Rejected,1.0,0.0,1.0,0.0,0
2,1539820,5500000,10,415,569910,1010629,5400000,Rejected,1.0,0.0,1.0,0.0,0
2,2327564,6658589,19,462,4524102,2886153,6217307,Rejected,1.0,0.0,1.0,0.0,0
5,5159810,17358864,15,536,13852324,8460756,14287865,Rejected,1.0,0.0,0.0,1.0,0
3,9126490,20847018,6,481,17982779,1920528,32139735,Rejected,0.0,1.0,0.0,1.0,0
4,7625270,26479121,11,510,16395607,3009611,23694780,Rejected,1.0,0.0,0.0,1.0,0
0,2459302,7184879,12,430,6530240,4162788,5769759,Rejected,0.0,1.0,1.0,0.0,0
1,8896757,20170478,14,395,4957338,14198462,28824573,Rejected,0.0,1.0,0.0,1.0,0
2,5022495,12000000,16,456,14536862,8467486,17993761,Rejected,1.0,0.0,0.0,1.0,0
2,6873786,17272086,3,406,7866383,867233,21746723,Rejected,1.0,0.0,1.0,0.0,0
3,8460135,31279898,10,708,759797,1680067,18040710,Rejected,0.0,1.0,0.0,1.0,0
4,6307343,21689106,13,382,12599754,4407588,24577723,Rejected,0.0,1.0,1.0,0.0,0
2,4028912,15473477,13,474,3437933,586738,8622282,Rejected,0.0,1.0,1.0,0.0,0
